,text,label,Emotions,Emotions_Label,cluster
63,we need to fight against as bobby kennedy jr says bill gates biosecurity agenda the rise of the authoritaria... ,lockdown,"[{'label': 'realization', 'score': 0.7439400553703308}]",realization,0
64,forcing the vaccinated and those who already contracted covid to wear masks indoors is not backed by science and contradicts the us centers for disease control and prevention (cdc) guidelines villanueva said in a statement,vaccination,"[{'label': 'disapproval', 'score': 0.8329122066497803}]",disapproval,1
65,i did this sorry putin ,vaccination,"[{'label': 'sadness', 'score': 0.9089414477348328}]",sadness,0
66, shares turn negative after brazilian health authority says volunteer in study dies ,vaccination,"[{'label': 'neutral', 'score': 0.4803465008735657}]",neutral,0
67,the new york times is reporting that a study volunteer in the uk developed transverse myelitis ,vaccination,"[{'label': 'neutral', 'score': 0.9937560558319092}]",neutral,0
68,it makes me mad as hell it is the people who didnt get vaccinated and were supposed to continue to follow the cdc guidelines who didnt give a rats ass about it and have caused this recent surge in new cases honor system,vaccination,"[{'label': 'anger', 'score': 0.9319174289703369}]",anger,1
69,todays meeting fda center for biologics evaluation and research meeting with top medical/scientific research exper... ,vaccination,"[{'label': 'neutral', 'score': 0.9564762115478516}]",neutral,0
70,russia found meanwhileeveryone ,vaccination,"[{'label': 'neutral', 'score': 0.7075539231300354}]",neutral,0
71,thank you vlamadir putin for the vaccine ,vaccination,"[{'label': 'gratitude', 'score': 0.9946962594985962}]",gratitude,0
72, manufacture must provide good jobs and medicine security says | industrial... ,vaccination,"[{'label': 'neutral', 'score': 0.9144315123558044}]",neutral,0
73,in as far as a is concerned the majority of americans are not going to touch one emanatin... ,vaccination,"[{'label': 'caring', 'score': 0.9073116779327393}]",caring,0
74,no to hyped up scam by global elites ,vaccination,"[{'label': 'disapproval', 'score': 0.5815831422805786}]",disapproval,0
75,/ this is exactly my question i know a lot of us are hopingbut is there any basis for it i just continue to see things getting worse amp worse the expanded cdc guidelines due late are only going to further the agenda not sure if there is any way back once those pass,masking and distancing,"[{'label': 'confusion', 'score': 0.9920935034751892}]",confusion,1
76,two passengers on the celebrity millennium cruise ship tested positive for covid the ship had fully vaccinated crew and guests and followed cdc guidelines according to royal caribbean group ,vaccination,"[{'label': 'approval', 'score': 0.7013633847236633}]",approval,1
77,is it good its tested on volunteers phase trials not done a good vaccine is tested on vol... ,vaccination,"[{'label': 'confusion', 'score': 0.6068565845489502}]",confusion,0
78,after longtime finley a good news ,vaccination,"[{'label': 'neutral', 'score': 0.7377617359161377}]",neutral,0
79,cdc guidelines havent changed even with delta variant they have not recommended that vaccinated people wear a mask if youre vaccinated you do not need to wear a mask if you get sick and are not vaccinated at this point in la thats on you alone,masking and distancing,"[{'label': 'neutral', 'score': 0.4852543771266937}]",neutral,1
80,why i would take a rushed and bullied to be ready a day or before an election already tried... ,vaccination,"[{'label': 'curiosity', 'score': 0.9752481579780579}]",curiosity,0
81,common sense we have to be careful with covid variances guidelines and continuation are our first defense at this point we should stay away from cynicism and rely on scientific data rather than gossip and myth ,vaccination,"[{'label': 'approval', 'score': 0.9128082990646362}]",approval,0
82,put states amp businesses in compromised position deciding if they should enforce mask guidelines that appear opposite of we expected so much more from a public health official millions of american cancer patients depending on honesty policy ,masking and distancing,"[{'label': 'neutral', 'score': 0.9595404863357544}]",neutral,0
83,cdc issues new school mask guidelines ,masking and distancing,"[{'label': 'neutral', 'score': 0.9960719347000122}]",neutral,0
84,the administration considers the strategy of amp also fasttracking a dr... ,vaccination,"[{'label': 'neutral', 'score': 0.9979750514030457}]",neutral,0
85, : announces $bn plan for poor countries to buy reports si... ,vaccination,"[{'label': 'neutral', 'score': 0.9880483150482178}]",neutral,0
86,i had a quick breakfast of an egg and ham croissant grabbed a coffee and carefully boarded the popular california zephyr through the increasingly heavy snowfall loaded with as many passengers as the cdc guidelines would allow,masking and distancing,"[{'label': 'approval', 'score': 0.7807061076164246}]",approval,1
87,here is my latest video about things you should know about by ... ,vaccination,"[{'label': 'neutral', 'score': 0.951755166053772}]",neutral,0
88,not really i graduated from highschool last month and follow guidelines of the cdc do you work for the cdc,masking and distancing,"[{'label': 'curiosity', 'score': 0.9735644459724426}]",curiosity,1
89,cdc guidelines: vaccinated students can go maskless the washington post so they changed they minds again ,masking and distancing,"[{'label': 'neutral', 'score': 0.9749926924705505}]",neutral,0
90,"i am tired of studying online t^t
hurry up and go covid ",lockdown,"[{'label': 'annoyance', 'score': 0.7926948666572571}]",annoyance,0
91,i dont recall seeing this kind of analysis or explanation from the cdc or other groups when they issue new guidelines for schools its always just cases going up better do x,masking and distancing,"[{'label': 'neutral', 'score': 0.9347416162490845}]",neutral,0
92,the media repeated undermined a by labeling it political if approved prior to ,vaccination,"[{'label': 'neutral', 'score': 0.9744893312454224}]",neutral,0
93,exqueeze me anyone who got the trudeau special got shafted the usa will not welcome canadians the cdc and who guidelines does not endorse az/mnra naci went rogue on this decisionnaci told canadians take the first shot available travel will not be a problem it is a problem,lockdown,"[{'label': 'neutral', 'score': 0.7957961559295654}]",neutral,1
94,no they are not in violation take some time to educate yourself its called a private conveyance and is exempt from cdc guidelines,masking and distancing,"[{'label': 'neutral', 'score': 0.5170201063156128}]",neutral,0
95,ethealthworld | vaccine storage demands could leave b people in virus cold ,vaccination,"[{'label': 'neutral', 'score': 0.9978298544883728}]",neutral,0
96, stocks gaining traction again as we run into st phase iii trial readouts $nvax $bntx $mrna $vxrt $ino $cvac $abus,vaccination,"[{'label': 'neutral', 'score': 0.8411872982978821}]",neutral,0
97,worlds first corona vaccine was announced by russian president and it is given to one of his daughter... ,vaccination,"[{'label': 'neutral', 'score': 0.9971674084663391}]",neutral,0
98,the tells state public health officials to prepare to distribute a potential as soon as late oct... ,vaccination,"[{'label': 'neutral', 'score': 0.9630044102668762}]",neutral,0
99,what a way to wake up says no until mid white house predicts k dead in us by january ,vaccination,"[{'label': 'neutral', 'score': 0.9943766593933105}]",neutral,0
100,pharma supply chains start planning for covid vaccine surge ,vaccination,"[{'label': 'neutral', 'score': 0.7923343777656555}]",neutral,0
101,week covid swab done and posted i wonder if ill eventually be able to do them without gagging terribly ... ,vaccination,"[{'label': 'surprise', 'score': 0.8298012614250183}]",surprise,0
102,covid vaccine sputnik v yet to complete advanced trials review who however russia started production... ,vaccination,"[{'label': 'neutral', 'score': 0.9967517852783203}]",neutral,0
103,"worlds manufacturers of talking to ph w d
indonesia mfg m... ",vaccination,"[{'label': 'neutral', 'score': 0.9808427095413208}]",neutral,0
104,that is totally your decision but you cannot really blame the state for aligning with the cdc the state even waited one month to implement the cdc guidelines at this point there is only so much you can do when people do not listen they cannot force people to get vaccinated,vaccination,"[{'label': 'approval', 'score': 0.5560875535011292}]",approval,1
105,vaccine caused spinal damage vaccines are the answer but they must be safe ,vaccination,"[{'label': 'caring', 'score': 0.8746529817581177}]",caring,0
